Title,ID
97. Bhagavad Gita I Chapter 7 Verses 24-30 I Swami Sarvapriyananda,i2NQsoFwa7g&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=97
98. Bhagavad Gita | Chapter 8 Verses 1-4 | Swami Sarvapriyananda,RrDFO1V3D7o&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=98
99. Bhagavad Gita | Chapter 8 Verses 5-7 | Swami Sarvapriyananda,TwqBy4dlD3c&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=99
100. Bhagavad Gita | Chapter 8 Verses 8-10 | Swami Sarvapriyananda,x5SKTkDU5Xs&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=100
101. Bhagavad Gita | Chapter 8 Verses 11-14 | Swami Sarvapriyananda,osgZl9eRI28&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=101
102. Bhagavad Gita | Chapter 8 Verses 15-20 | Swami Sarvapriyananda,_5XHkYnB6DI&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=102
103. Bhagavad Gita | Chapter 8 Verses 21-22 | Swami Sarvapriyananda,64NR8It2N2g&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=103
104. Bhagavad Gita | Chapter 8 Verses 23-28 | Swami Sarvapriyananda,PhCth1tCLfo&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=104
105. Bhagavad Gita | Chapter 9 Verses 1-2 | Swami Sarvapriyananda,no2rZBsPSX8&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=106
106. Bhagavad Gita | Chapter 9 Verses 3-4 | Swami Sarvapriyananda,q6_SZSMaNFA&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=105
107. Bhagavad Gita | Chapter 9 Verses 5-8 | Swami Sarvapriyananda,1ourHrFYGeo&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=107
108. Bhagavad Gita | Chapter 9 Verses 9-13 | Swami Sarvapriyananda,GLCCBJ6P8lQ&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=108
109. Bhagavad Gita | Chapter 9 Verse 14 | Swami Sarvapriyananda,aMpnGsN5430&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=109
110. Bhagavad Gita | Chapter 9 Verses 15-16 | Swami Sarvapriyananda,xVqd2YTV3SA&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=110
111. Bhagavad Gita | Chapter 9 Verse 17 | Swami Sarvapriyananda,35vKXy5h-YQ&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=111
112. Bhagavad Gita | Chapter 9 Verses 18-21 | Swami Sarvapriyananda,5_G0N09yTo8
113. Bhagavad Gita | Chapter 9 Verses 22-25 | Swami Sarvapriyananda,oeixLgWTygs&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=112
114. Bhagavad Gita | Chapter 9 Verses 26-28 | Swami Sarvapriyananda,Z6wxulX4BYQ&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=113
115. Bhagavad Gita | Chapter 9 Verses 29-31 | Swami Sarvapriyananda,tdSyTWpnHaA&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=114
116. Bhagavad Gita | Chapter 9 Verses 32-34 | Swami Sarvapriyananda,3O_8JVNJL6g&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=115
117. Bhagavad Gita | Chapter 9 Verse 34 Revision | Swami Sarvapriyananda,jQby6wweMZA&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=116
118. Bhagavad Gita | Chapter 10 Verse 1-3 | Swami Sarvapriyananda,A1mC3_TNFNQ&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=117
119. Bhagavad Gita | Chapter 10 Verse 4-6 | Swami Sarvapriyananda,qMDSCVb5HJQ&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=119
120. Bhagavad Gita | Chapter 10 Verse 7-9 | Swami Sarvapriyananda,kW2FZbEB1LI&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=120
